alias,person_id,person_canon,status,notes
Hanz Freller,3407f138-033b-5394-aa63-571171be4336,Hanz Freller,verified,
Häßler Ulrike,66464366-b029-5e3c-b772-e196240ad434,Ulrike Häßler,verified,merged: Last-First format swap or confirmed variant
Heather Cook,e41184d4-ed7c-53d0-a3be-6b1e92fa5279,Heather Thomas,verified,
Heather Muggleton,4a7d3003-ac70-5c97-bf62-69e05c2eca07,Heather Muggleton,verified,
Heather Thomas,e41184d4-ed7c-53d0-a3be-6b1e92fa5279,Heather Thomas,verified,
Heather Thomas,e41184d4-ed7c-53d0-a3be-6b1e92fa5279,Heather Thomas,verified,
Heather Thomas ?,e41184d4-ed7c-53d0-a3be-6b1e92fa5279,Heather Thomas,verified,
Hector Köhler,0fcd68e8-1d4d-5759-ad15-f1e2898dd5e1,Heike Koller,candidate,
Heike Kller,0fcd68e8-1d4d-5759-ad15-f1e2898dd5e1,Heike Köller,verified,encoding_corruption
Heike Koller,0fcd68e8-1d4d-5759-ad15-f1e2898dd5e1,Heike Koller,candidate,
Heike Köller,0fcd68e8-1d4d-5759-ad15-f1e2898dd5e1,Heike Koller,candidate,
Heike Koller,0fcd68e8-1d4d-5759-ad15-f1e2898dd5e1,Heike Koller,verified,
Hejra Pavel,fb09d2be-a773-5bc1-9da3-60cbabff4338,Pavel Hejra,verified,merged: Last-First format swap or confirmed variant
Helena Schlichting,e023aa06-ace7-5617-8145-aaca829f4c54,Helena Schlichting,verified,
Hellberg,1a1b1397-a4b8-5826-b51d-ff5391eba110,Hakan Hellberg,,
Hendrik Simon,03d5886a-1a80-5819-8945-fe2fcd7c9398,Hendrik Simon,verified,
Henning Goetzke,f6e8bbc6-d43b-5e8d-a0b7-1b426b5e7dee,Henning Goetzke,verified,
Henning Lindner,b6b18fd6-fb1b-51f1-b41e-4c7f0c032770,Henning Lindner,verified,
Henrik Martikainen,63b42121-63a4-5b68-a8b3-cceb8d6d4420,Henrik Martikainen,verified,
Henrik Martikainen Iisak Liukko,63b42121-63a4-5b68-a8b3-cceb8d6d4420,Henrik Martikainen,verified,quarantine_split:redirect_from_concat
Henry Rautio,98cee1b4-8771-5d83-b62c-24d9dcba0450,Heikki Rautio,verified,merged identity — confirmed same person via footbag.org member ID
Hernan Moreno,94dcc238-b9c0-5b43-84d7-a35b33af2390,Hernán Moreno,verified,
Hernán Moreno,94dcc238-b9c0-5b43-84d7-a35b33af2390,Hernán Moreno,verified,
Heun Tim,531ec95f-021b-55bd-ba97-071caac25dfd,Tim Heun,verified,reversed-name merge
Honza,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,verified,first-name-only reference
Honza Weber,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,verified,
Hristo Georgiev,b31dd728-3178-56e8-ab26-fb5f8c516d49,Hristo Georgiev,verified,
Hristo Marev,cc9b2a6b-4d13-586f-a640-fc7f55a2c267,Hristo Marev,verified,
Hubert Godlewski,2863264e-bf65-5f88-aef4-0b89332b7a29,Hubert Godlewski,verified,
Hugh Harrell,2196c6c7-92a7-5243-a1b9-278c2c8f33e4,Hugh Harrell,verified,
Hugh Harrell -,2196c6c7-92a7-5243-a1b9-278c2c8f33e4,Hugh Harrell,verified,
Hugues Oli Veillette,480189b0-4ac3-5085-bcc4-f381cd90e39f,Hugues Oli Veillette,verified,
Hugues Veillette,480189b0-4ac3-5085-bcc4-f381cd90e39f,Hugues Oli Veillette,verified,
Hung Chang,36324869-c679-502e-8adb-e1a6ea777432,Hung Chang,verified,
Iain McKechnie,be0dcefe-ced0-5fe3-92c3-9083e1c384d0,Iain McKechnie,verified,
Ian Dubman,edb6c68e-0005-5eea-8207-bd2fdc8d97f3,Ian Dubman,verified,
Ian Dubman -,edb6c68e-0005-5eea-8207-bd2fdc8d97f3,Ian Dubman,verified,
Ian Kobayashi,c7b1bfd4-9d63-5bc8-b42b-be08085a2d80,Ian Kobayashi,verified,
Ian Pritchard,b39aea2d-6370-5381-88ec-ffc5a9d3f9de,Ian Pritchard,verified,
Ian Pritchard -,b39aea2d-6370-5381-88ec-ffc5a9d3f9de,Ian Pritchard,verified,
Ianeck Regimbald,8fdea8f1-79bd-51a1-ab3f-04270d90e5af,Ianeck Regimbald,verified,
Ianek Regimbald,8fdea8f1-79bd-51a1-ab3f-04270d90e5af,Ianek Regimbald,verified,
Ianek Reginbald,8fdea8f1-79bd-51a1-ab3f-04270d90e5af,Ianeck Regimbald,verified,
Iisak Liukko,e0ff5af1-8b97-5b29-af49-1792c3746c0f,Iisak Liukko,verified,
Ilja Mitrofanov,5c134542-d0b3-55f2-8c4c-413ccb2e9d15,Ilja Mitrofanov,verified,
Ilka Malin,5c0a3bfe-be36-5f21-9ce1-2700c8af27f3,Ilkka Malin,verified,
Ilka Malin,5c0a3bfe-be36-5f21-9ce1-2700c8af27f3,Ilkka Malin,verified,
Ilkka Malin,5c0a3bfe-be36-5f21-9ce1-2700c8af27f3,Ilkka Malin,verified,
Ilkka Malin,5c0a3bfe-be36-5f21-9ce1-2700c8af27f3,Ilkka Malin,verified,
Ilya Sernov,a812c3d4-7d7c-5f0f-899f-29c39da709df,Ilya Sernov,verified,
Ingo H.,9cc94706-a135-5721-a2a4-c9dc8547d2ec,Ingo Hartmann,verified,gate4:identified
Ingo Hartmann,9cc94706-a135-5721-a2a4-c9dc8547d2ec,Ingo Hartmann,verified,
Inkinen Jaakko,58cca5c0-0120-5bf1-a40e-ae4f46712dc1,Jaakko Inkinen,verified,merged: Last-First format swap or confirmed variant
Intemann Anthony,71ae4086-3d7f-5fdb-812b-778eda4da0cf,Anthony Intemann,verified,
Irena Marc,9d572dab-4acf-5c57-89a0-bae2f030e538,Irena Marc,verified,
Isabell Widmer,bdd1f637-2375-503d-b2c3-01094f7ab049,Isabelle Widmer,verified,
Isabelle Widmer,bdd1f637-2375-503d-b2c3-01094f7ab049,Isabelle Widmer,verified,
Isabelle Widmer,bdd1f637-2375-503d-b2c3-01094f7ab049,Isabelle Widmer,verified,
Iván Funes,14351e08-477c-53e9-b76c-92a00e7d2c16,Iván Funes,verified,
Ivan Funes,14351e08-477c-53e9-b76c-92a00e7d2c16,Ivan Funes,verified,
Ivan Peev,a23dde24-f439-50f6-8400-853897235fd3,Ivan Peev,verified,
Ivan Stanev,4d8b80e4-fb64-5532-84e8-d2f88decdc3a,Ivan Stanev,verified,
Ivanecxy Zambrano,48cf50b4-bd65-5d0b-8cc5-a56a7923157e,Ivaneidy Zambrano Torres,verified,
Ivaneidy Zambrano,48cf50b4-bd65-5d0b-8cc5-a56a7923157e,Ivaneidy Zambrano Torres,verified,
Ivaneidy Zambrano,48cf50b4-bd65-5d0b-8cc5-a56a7923157e,Ivaneidy Zambrano Torres,verified,
Ivaneidy Zambrano Torres,48cf50b4-bd65-5d0b-8cc5-a56a7923157e,Ivaneidy Zambrano Torres,verified,
J Lentz,57dca99e-db45-5b32-83f4-c188d1d24c50,Jack Lentz,verified,stale_id_recovery
J LEPLEY,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
J Lepley-,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
J-F Lemieux,c1f4a6a4-7905-5276-98df-cbad30981800,JF Lemieux,verified,
J. Bhm,1cf1eda3-ba6d-5074-aaa7-85e6c5bb6567,Jule Böhm,verified,2005 Worlds mojibake deduction
J. Lentz,57dca99e-db45-5b32-83f4-c188d1d24c50,Jack Lentz,verified,stale_id_recovery
J. Lepley,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
J. Tikhomirova,0b73f6bd-2b2a-57ef-8de6-853138d11297,Yulia Tikhomirova,verified,Fixed: Julia/Yulia Tikhomirova
J.-F. Lemieux,c1f4a6a4-7905-5276-98df-cbad30981800,JF Lemieux,verified,
J.F. Lemieux,c1f4a6a4-7905-5276-98df-cbad30981800,JF Lemieux,verified,
J.J. Jones,8fc6832d-0715-5df5-b96c-9bf5fdad2a9a,JJ Jones,verified,
Jaakko Inkinen,58cca5c0-0120-5bf1-a40e-ae4f46712dc1,Jaakko Inkinen,verified,
Jaakko Inkinen $$$,58cca5c0-0120-5bf1-a40e-ae4f46712dc1,Jaakko Inkinen,verified,
Jaakko Lindstr�m,8450b054-1927-54c6-8993-20c42389ce9f,Jaakko Lindstrom,verified,
Jaakko Lindstrom,8450b054-1927-54c6-8993-20c42389ce9f,Jaakko Lindstrom,verified,
Jaakko Lindström,8450b054-1927-54c6-8993-20c42389ce9f,Jaakko Lindstrom,verified,
Jaakko Lindstrom,8450b054-1927-54c6-8993-20c42389ce9f,Jaakko Lindstrom,verified,
Jaako Inkinen,b097c320-f6cb-5350-8a0e-7e47a3b0338b,Jaako Inkinen,verified,
Jack Harris,7c8cfb20-ed0b-5203-89ea-46dea3ebf0e0,Jack Harris,verified,
Jack Keller,00bcde7e-0e7a-5e3c-a179-948deb3882c6,Jack Keller,verified,
Jack Lentz,57dca99e-db45-5b32-83f4-c188d1d24c50,Jack Lentz,verified,
Jack Ognistoff,76a8cb89-e664-54cc-8583-3e3e9cb8c140,Jack Ognistoff,verified,
Jacob Hall,998b1b7c-26da-5fd3-8957-4398616d55b9,Jakob Hall,verified,merged identity — confirmed same person via footbag.org member ID
Jaimie Lepley,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
Jaíro Lagos,11d38fbe-cd3c-5bf3-b417-ea04da62c528,Jaíro Lagos,verified,
Jairo Lagos,11d38fbe-cd3c-5bf3-b417-ea04da62c528,Jairo Lagos,verified,
Jairo Lagos.,11d38fbe-cd3c-5bf3-b417-ea04da62c528,Jairo Lagos,verified,
Jaka Stare,bef7e11c-8b9c-5187-ae6e-665cba7f9825,Jaka Stare,verified,
Jake DeClercq,9ab1178b-7b6e-57a7-8717-99f9b46cbbd7,Jake DeClercq,verified,
Jake DeClercq,9ab1178b-7b6e-57a7-8717-99f9b46cbbd7,Jake DeClercq,verified,
Jake DeClerq,9ab1178b-7b6e-57a7-8717-99f9b46cbbd7,Jake DeClercq,verified,
Jake Dodd,178b0676-d5ac-5d2e-9696-c8908ce5b533,Jake Dodd,verified,
Jake Leong,e1366d5a-ad96-5f07-88e4-d0c4550d2696,Jake Leong,verified,
Jake Milofsky,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,verified,
Jake Wren,67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,verified,
Jake Wren-,67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,verified,
Jakob Hall,998b1b7c-26da-5fd3-8957-4398616d55b9,Jakob Hall,verified,
Jakob Mai,d9aecda1-b6f6-5445-9a48-4a47f0f66bd4,Jakob Mai,verified,
Jakob Wagner,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,verified,
Jakob Wagner - Team84,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,verified,
Jakob Wagner ?,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,verified,
Jakob Wagner FCFootstar,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,verified,
Jakob Wagner Revstein,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,verified,
Jakub Grabaczyk,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,verified,
Jakub Grabarczyk,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,verified,
Jakub Grabarczyk Plamena Ivanova,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,verified,quarantine_split:redirect_from_concat
Jakub Grabarczyk Poland,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,verified,
JAKUB JANCICH,599f8121-4e49-5a13-bcd6-c53a2271bdf1,JAKUB JANCICH,verified,
JAKUB MOSCIEZESKI,7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,verified,
Jakub Mosciszewski,7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,verified,
Jakub Mościszewski,7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,verified,
Jakub Mościszewski,7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,verified,
Jakub Mosciszewski,7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,verified,
Jakub Moscizewski,7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,verified,
Jakub Mo¶ciszewski,7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,verified,
Jakub Ścisiński,6334fc3c-d11c-5241-bdeb-4568f90d7e05,Jakub Ścisiński,verified,
Jakub Svoboda,42e15ea8-543f-5cbd-bd7a-966fbf69ba5a,Jakub Svoboda,verified,
Jakub Worek,0da84e00-c9f5-5d23-82b6-9ec1e759c74c,Jakub Worek,verified,
Jakub ¦cisiński,6334fc3c-d11c-5241-bdeb-4568f90d7e05,Jakub Ścisiński,verified,
James Geraci,e979f25e-5e69-5516-8bd9-15e44cef6e19,James Geraci Austin,verified,
James Geraci Austin,e979f25e-5e69-5516-8bd9-15e44cef6e19,James Geraci Austin,verified,
James Geracia,e979f25e-5e69-5516-8bd9-15e44cef6e19,James Geraci Austin,verified,
James Harley,84c14f8c-06df-54c2-a58b-545f5a970ce1,James Harley,verified,
James Harley-,84c14f8c-06df-54c2-a58b-545f5a970ce1,James Harley,verified,
James Holkko,6e6b7487-2f15-5666-9c6f-f08a68ca5b6e,James Holkko,verified,
James Risden,82d0f2bd-ed68-5ec2-a31d-47889d537613,James Risden,verified,
James Roberts,12144bd1-1a64-5e79-ba8c-2e64c2de69f9,James Roberts,verified,
James Roberts -,12144bd1-1a64-5e79-ba8c-2e64c2de69f9,James Roberts,verified,
Jamie Coles,8f3a58d2-7a24-5ea5-bab8-ab5af87768de,Jamie Coles,verified,
Jamie Coles -,8f3a58d2-7a24-5ea5-bab8-ab5af87768de,Jamie Coles,verified,
Jamie H. Lepley,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
Jamie H.Lepley,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
Jamie Lepley,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
Jamie Lepley-,3e46c4db-089a-55ed-a5ff-f0ce0ed793f3,Jaimie Lepley,verified,
Jamie Lloyd,25e41527-c521-5b2c-804e-a02fd2d532c5,Jamie Lloyd,verified,
Jamiro Egorov,6d74f8f5-c8d0-5e3d-90ad-bb6323776ad1,Andrey Jamiro Egorov,verified,merged: Last-First format swap or confirmed variant
Jamski Wojciech,2fe08509-fcb3-5ecd-8828-40411bc4a036,Wojciech Jamski,verified,merged: Last-First format swap or confirmed variant
Jan ?Dexter? Struz,256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,verified,
Jan Brekele,5c7846a6-7149-53e7-bf56-39ce1f611deb,Jan Brekkle,verified,
Jan Brekkle,5c7846a6-7149-53e7-bf56-39ce1f611deb,Jan Brekkle,verified,
Jan Brekle,49ad435e-3398-59da-985c-65ce0612bdd3,Jan Brekle,verified,
JAN DEXTER STRUZ,256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,verified,
Jan Dexter Struz,256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,verified,
Jan Dexter Struz,256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,verified,
Jan Dexter Struz ?,256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,verified,
Jan Dexter Struzh,256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,verified,
Jan Drudga,b2920174-aa60-591e-97a7-a829d4ca0587,Jan Drugda,verified,
Jan Drugda,b2920174-aa60-591e-97a7-a829d4ca0587,Jan Drugda,verified,
Jan Huleja,d7a61318-ffcb-592b-9a2d-1388f18133f9,Jan Huleja,verified,
Jan Stru?,28ed65ae-ea5e-5e04-bff5-97b8f71e6696,Jan Struz,verified,
Jan Struz,28ed65ae-ea5e-5e04-bff5-97b8f71e6696,Jan Struz,verified,
Jan Vlcek,446b5d82-318c-5584-8834-66ec244c20cb,Jan Vlcek,verified,
Jan Weber,1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,verified,
Jan Zimmerman,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,verified,stale_id_recovery
Jan Zimmermann,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmerman,verified,
Jan Zimmermann,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,verified,stale_id_recovery
Jana ?a??áková,bd0010df-d5b7-5860-a1c0-fb5ed7523815,Jana Čačáková,verified,
Jana Riisalo,f91f76bc-1b7b-5965-a815-3d18ddc87759,Jana Riisalo,verified,
Jana Sassakova,02095322-bd6e-52a6-9f2d-6b5a7a527eae,Jana Sassakova,verified,
Jana Sassákova,02095322-bd6e-52a6-9f2d-6b5a7a527eae,Jana Sassakova,verified,
Jana Sassáková,02095322-bd6e-52a6-9f2d-6b5a7a527eae,Jana Sassakova,verified,
Jana Sassakova,02095322-bd6e-52a6-9f2d-6b5a7a527eae,Jana Sassakova,verified,
Janar Stamm,9a853a14-ce9c-597a-9610-e0e857a723c6,Janar Stamm,verified,
Jane Jones,9d69ef20-b1c0-5b65-91f2-4da140883053,Jane Jones,verified,
Jani Lirkki,3d1a7216-f5c6-58ef-b850-743fe1db4cc9,Jani Lirkki,verified,
Jani Markanen,0dee73bb-caed-5f5c-9c20-5ea946939871,Jani Sakari Markkanen,verified,
Jani Markkanen,0dee73bb-caed-5f5c-9c20-5ea946939871,Jani Sakari Markkanen,verified,
Jani Markkanen ?,0dee73bb-caed-5f5c-9c20-5ea946939871,Jani Markkanen,verified,
Jani Sakari Markkanen,0dee73bb-caed-5f5c-9c20-5ea946939871,Jani Sakari Markkanen,verified,
Janis Thal,9a67acb8-d69e-565c-9a52-ca308a6babc0,Janis Thal,verified,
Janne Pesonen,0f6326d1-3099-5489-b003-2e4b9d876292,Janne Pesonen,verified,
Janne Uusitalo,628bd3b2-335d-5fdb-bad2-b794d74ede90,Janne Uusitalo,verified,
Janne Villikka,8cba711a-5cb2-5043-bb5b-b9a1540bdecb,Janne Villikka,verified,
Janne Villikka,8cba711a-5cb2-5043-bb5b-b9a1540bdecb,Janne Villikka,verified,
Janne Villikkka,8cba711a-5cb2-5043-bb5b-b9a1540bdecb,Janne Villikka,verified,
Janni Markkanen,0dee73bb-caed-5f5c-9c20-5ea946939871,Jani Sakari Markkanen,verified,
Jared Clark,eae65632-12ed-58d4-910c-b301f1ef7329,Jared Clark,verified,
Jared Clorfeine,64cd7879-34c9-5207-be3d-a0208af9e00b,Jared Clorfeine,verified,
Jared W.,da859b67-50c8-5341-8a49-c76f17b0ce72,Jared W.,verified,stub:abbreviated_name
Jari John,68b80242-0cce-59d2-b003-274da0ae31af,Jari John,verified,
Jari John Janis Thal,68b80242-0cce-59d2-b003-274da0ae31af,Jari John,verified,quarantine_split:redirect_from_concat
Jari Linnonmaa,bfaeaa7a-e6e7-500b-ac00-71382171c73c,Jari Linnonmaa,verified,
Jarno Terho,d36407de-bb18-5470-b0a7-54e4e5758b62,Jarno Terho,verified,
JASON DONALLY,624303f8-a8b3-56a1-975a-3ee024318546,Jason Donnelly,verified,
Jason Donnelly,624303f8-a8b3-56a1-975a-3ee024318546,Jason Donnelly,verified,
Jason Donnely,624303f8-a8b3-56a1-975a-3ee024318546,Jason Donnelly,verified,
Jason Langis,5141763c-285a-5f50-abd1-c5ef3b16ff0a,Jason Langis,verified,
Jason Langis-,5141763c-285a-5f50-abd1-c5ef3b16ff0a,Jason Langis,verified,
Jason Peppin,ad1a4e9d-727b-50be-8dbb-4fbccafcc00b,Jason Peppin,verified,
Jason Peppin -,ad1a4e9d-727b-50be-8dbb-4fbccafcc00b,Jason Peppin,verified,
Jason Varvaro,86e02868-8a77-5e1f-9783-e7b43e95ddb2,Jason Varvaro,verified,
Jason Varvaro-,86e02868-8a77-5e1f-9783-e7b43e95ddb2,Jason Varvaro,verified,
Jasper Schults,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Schults,verified,
Jasper Shults,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Schults,verified,
Jasper Shults,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Schults,verified,
Jasper Shultz,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Schults,verified,
Jay Boychuk,34f17114-99b7-5320-b4ed-10a6813859ac,Jay Boychuk,verified,
Jean Fran�ois B�langer,56a992bb-b4d6-5e18-8b62-5f82b797fe3d,Jean-François Bélanger,verified,
Jean GALABRUN,c7bad462-0547-55a0-8b2b-cee382e67afe,Jean Galabrun,verified,
Jean Galabrun,c7bad462-0547-55a0-8b2b-cee382e67afe,Jean Galabrun,verified,
Jean-Francois Bélanger,56a992bb-b4d6-5e18-8b62-5f82b797fe3d,Jean-François Bélanger,verified,
Jean-François Bélanger,56a992bb-b4d6-5e18-8b62-5f82b797fe3d,Jean-François Bélanger,verified,
Jean-Francois B�langer,56a992bb-b4d6-5e18-8b62-5f82b797fe3d,Jean-François Bélanger,verified,
Jean-Francois Lemieux,184a06bb-be96-5120-9a7c-1676f2b01a2a,Jean-Francois Lemieux,verified,
Jean-François Lemieux,184a06bb-be96-5120-9a7c-1676f2b01a2a,Jean-Francois Lemieux,verified,
Jean-Fran�ois B�langer,56a992bb-b4d6-5e18-8b62-5f82b797fe3d,Jean-François Bélanger,verified,
Jeff 'Animal' Johnson,76c8b933-3ec9-53e9-b2a7-a862b32704db,Jeff Johnson,verified,
Jeff Animal Johnson,76c8b933-3ec9-53e9-b2a7-a862b32704db,Jeff Johnson,verified,
Jeff Bowling,a4083a97-d4c3-5aca-a315-7f25de92928e,Jeff Bowling,verified,
Jeff Johnson,76c8b933-3ec9-53e9-b2a7-a862b32704db,Jeff Johnson,verified,
Jeff Mudd,c5b1d0d2-8be2-5b4d-8665-7e93fadd24b0,Jeff Mudd,verified,
Jendrick Schroeder,7a3f85f4-98aa-59ca-ad5c-14e8febed0a3,Jendrik Schroeder,verified,
Jendrik Schr�der,7a3f85f4-98aa-59ca-ad5c-14e8febed0a3,Jendrik Schroeder,verified,
Jendrik Schroder,7a3f85f4-98aa-59ca-ad5c-14e8febed0a3,Jendrik Schroeder,verified,
Jendrik Schröder,7a3f85f4-98aa-59ca-ad5c-14e8febed0a3,Jendrik Schroeder,verified,
Jendrik Schroeder,7a3f85f4-98aa-59ca-ad5c-14e8febed0a3,Jendrik Schroeder,verified,
Jendrik Schroeder,7a3f85f4-98aa-59ca-ad5c-14e8febed0a3,Jendrik Schroeder,verified,
Jer,f386ac64-b872-5deb-98b8-d29ea168a3de,Jack Jer,,
Jere Linnanen,fc3f381a-650e-5582-910d-6a83702e9dae,Jere Linnanen,verified,
Jere Vainikka,ce36ad7d-05ea-5a90-b194-e8683a75d97c,Jere Vainikka,verified,
Jeremiah Bechard,e97530df-f440-5740-8ff4-2206df644d85,Jeremiah Bechard,verified,
Jeremy Benton,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,verified,
Jeremy Benton --,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,verified,
Jeremy Keller,e0f19cce-5d6a-5f62-847a-bd05ef24b11b,Jeremy Keller Auburn,verified,
Jeremy Keller,e0f19cce-5d6a-5f62-847a-bd05ef24b11b,Jeremy Keller Auburn,verified,
Jeremy Keller,e0f19cce-5d6a-5f62-847a-bd05ef24b11b,Jeremy Keller Auburn,verified,
Jeremy Keller -,e0f19cce-5d6a-5f62-847a-bd05ef24b11b,Jeremy Keller Auburn,verified,
Jeremy Keller Auburn,e0f19cce-5d6a-5f62-847a-bd05ef24b11b,Jeremy Keller Auburn,verified,
Jeremy Keller Auburn,e0f19cce-5d6a-5f62-847a-bd05ef24b11b,Jeremy Keller Auburn,verified,
Jeremy Kumbruch,bc7d95b1-dc06-50b3-a03b-977d2facdb77,Jeremy Kumbruch,verified,
Jérémy Masselis,1f864e5e-28bc-5370-8f30-49bc3c65c64c,Jeremy Masselis,verified,redirected:8b0839ed-eb02-5a5a-aa1f-3af0c7cf35ed->1f864e5e
Jeremy Masselis,1f864e5e-28bc-5370-8f30-49bc3c65c64c,Jeremy Masselis,verified,
Jeremy Mirken,31bd4e75-1a44-56b4-94b3-071cdc8dee82,Jeremy Mirken,verified,
Jeremy O'Wheel,5ee61cde-2c01-5c24-9f87-e4f7554a35c3,Jeremy O'Wheel,verified,
Jeremy S.,7c43cf6e-7131-5b8a-a6da-593d2eaa3540,Jeremy S.,verified,stub:abbreviated_name
Jeremy Walter,de3e9581-85a2-520b-92e5-d48c0d7f8bd2,Jeremy Walters,verified,
Jeremy Walters,de3e9581-85a2-520b-92e5-d48c0d7f8bd2,Jeremy Walters,verified,
Jeremy Walters,de3e9581-85a2-520b-92e5-d48c0d7f8bd2,Jeremy Walters,verified,
Jeremy Walters-,de3e9581-85a2-520b-92e5-d48c0d7f8bd2,Jeremy Walters,verified,
Jerome Rouffael,fc1c226b-f4d5-5892-86bb-707d6fb31528,Jerome Rouphael,verified,
Jerome Rouphael,fc1c226b-f4d5-5892-86bb-707d6fb31528,Jerome Rouphael,verified,
Jesper Hall,8fdae0cb-db8d-5b6e-85d8-36a5d71d8d1a,Jesper Hall,verified,
Jess Archer,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,verified,
Jess Archer-,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,verified,
Jesse Fryckman,bc616017-e31f-508d-848f-998c2fbb3fa1,Jesse Fryckman,verified,
Jesse Ross,68cd165c-8d63-5538-9a69-06ebb63f178f,Jesse Ross,verified,
Jesse Ruotsalainen,69c15972-e24a-5c9e-aa58-202d67b5dd4c,Jesse Ruotsolainen,verified,
Jesse Ruotsalainen,69c15972-e24a-5c9e-aa58-202d67b5dd4c,Jesse Ruotsolainen,verified,
Jesse Ruotsolainen,69c15972-e24a-5c9e-aa58-202d67b5dd4c,Jesse Ruotsolainen,verified,
Jessica Archer,3ff6ba8b-ae30-553e-81f9-18538fb5c86b,Jessica Archer,verified,
JF Lemieux,c1f4a6a4-7905-5276-98df-cbad30981800,JF Lemieux,verified,
Jhon Orace,267a2b93-5e5f-5298-9712-a30b4177a6ac,Jhon Orace Valera,verified,
Jhon Orace,267a2b93-5e5f-5298-9712-a30b4177a6ac,Jhon Orace Valera,verified,
Jhon Orace Valera,267a2b93-5e5f-5298-9712-a30b4177a6ac,Jhon Orace Valera,verified,
Jhon Orace Valera,267a2b93-5e5f-5298-9712-a30b4177a6ac,Jhon Orace Valera,verified,
Jhon Orace Valera,267a2b93-5e5f-5298-9712-a30b4177a6ac,Jhon Orace Valera,verified,
Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,Jim Caveney,verified,
Jim Caveny,df329352-6f3b-5e98-b23b-1af6737d100b,Jim Caveney,verified,common misspelling
Jim Cobb,6a237359-73fe-5fa8-a76c-569a610a0e3f,Jim Cobb,verified,
Jim Cobb -,6a237359-73fe-5fa8-a76c-569a610a0e3f,Jim Cobb,verified,
Jim Dericott,06f90b62-5f4a-5350-9066-047a5e66ccb1,Jim Derricott,verified,common misspelling
Jim Derricott,06f90b62-5f4a-5350-9066-047a5e66ccb1,Jim Derricott,verified,
Jim Derricott,06f90b62-5f4a-5350-9066-047a5e66ccb1,Jim Derricott,verified,
Jim Derricott -,06f90b62-5f4a-5350-9066-047a5e66ccb1,Jim Derricott,verified,
