event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,status,notes,source
2002_queensland_challenge,,2002,1st Queensland Footbag Challenge,2002_queensland_challenge,2002-08-18,2002-08-18,Logan City,Queensland,Australia,,completed,,MIRROR|POST1997
2002_eastregion,,2002,2002 East Coast Footbag Championships,2002_eastregion,2002-06-15,2002-06-16,Laurel,Maryland,United States,D.C. All-Stars,completed,,MIRROR|POST1997
2002_texas_state,,2002,2002 Texas State Footbag Championships,2002_texas_state,2002-10-19,2002-10-20,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,,MIRROR|POST1997
2002_westregion,,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,2002_westregion,2002-05-25,2002-05-27,Palo Alto,California,United States,Stanford University Footbag Club,completed,,MIRROR|POST1997
2002_worlds_san_francisco,,2002,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,2002_worlds_san_francisco,2002-08-05,2002-08-11,San Francisco,California,United States,Bay Area Footbag League,completed,,MIRROR|POST1997
2002_footbagjam_frankfurt,,2002,3. Frankfurt Footbag Open,2002_footbagjam_frankfurt,2002-08-24,2002-08-25,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2002_de_france_de,,2002,4e Open de France de Footbag,2002_de_france_de,2002-11-09,2002-11-11,Montpellier,Occitanie,France,Icarus Footbag,completed,,MIRROR|POST1997
2002_cinco_de_mayo,,2002,Cinco de Mayo Footbag Fest,2002_cinco_de_mayo,2002-05-05,2002-05-05,Augusta,Georgia,United States,,completed,,MIRROR|POST1997
2002_czech,,2002,Czech Footbag Championships,2002_czech,2002-08-31,2002-09-01,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2002_footjam_meets_3borderscup,,2002,FOOTJAM meets 3BORDERSCUP,2002_footjam_meets_3borderscup,2002-06-01,2002-06-02,Basel,Basel-Stadt,Switzerland,Bootfägers Basel,completed,,MIRROR|POST1997
2002_fallparty,,2002,Fall Footbag Party 2002,2002_fallparty,2002-10-26,2002-10-27,Ocean City,Maryland,United States,D.C. All-Stars,no_results,,MIRROR|POST1997
2002_finnish,,2002,Finnish Footbag Championships 2002,2002_finnish,2002-09-28,2002-09-29,Helsinki,Uusimaa,Finland,Finnsta,completed,,MIRROR|POST1997
2002_finnsta_city,,2002,Finnsta City Jam,2002_finnsta_city,2002-06-15,2002-06-16,Helsinki,Uusimaa,Finland,Finnsta,completed,,MIRROR|POST1997
2002_barbarian_training_camp,,2002,Footbag Barbarian Training Camp,2002_barbarian_training_camp,2002-06-22,2002-06-23,Manassas,Virginia,United States,D.C. All-Stars,no_results,,MIRROR|POST1997
2002_hungarian,,2002,III. Hungarian Footbag Festival,2002_hungarian,2002-07-13,2002-07-13,Kiskunfélegyháza,Bács-Kiskun,Hungary,Sunshred Footbag Crew,completed,,MIRROR|POST1997
2002_new_south_wales,,2002,New South Wales Footbag Championships,2002_new_south_wales,2002-12-07,2002-12-07,Sydney,New South Wales,Australia,,completed,,MIRROR|POST1997
2002_pennstatetrios_o_f,,2002,PennStateTrio's O.F.F. 2,2002_pennstatetrios_o_f,2002-03-02,2002-03-03,State College,Pennsylvania,United States,,completed,,MIRROR|POST1997
2002_quebec_city,,2002,Quebec City Footbag Net Championships 2002,2002_quebec_city,2002-07-12,2002-07-14,Quebec City,Quebec,Canada,,completed,,MIRROR|POST1997
2002_s_l_o,,2002,S.L.O. Kickin's 1st annual footbag net tournament,2002_s_l_o,2002-06-22,2002-06-22,Luis Obispo,California,United States,,completed,,MIRROR|POST1997
2002_shred_zero_summer,,2002,Shred Zero Summer Open 2002,2002_shred_zero_summer,2002-07-05,2002-07-07,Calgary,Alberta,Canada,,completed,,MIRROR|POST1997
2002_swissjam_no_6,,2002,SwissJam No. 6 1/2 (Bootfägers Shred #2),2002_swissjam_no_6,2002-10-26,2002-10-26,Hochwald,Solothurn,Switzerland,Bootfägers Basel,no_results,,MIRROR|POST1997
2002_footbagjam_portersville,,2002,Tri-State Area Footbag Jam,2002_footbagjam_portersville,2002-05-18,2002-05-18,Portersville,Pennsylvania,United States,,completed,,MIRROR|POST1997
2002_usopen_chicago,,2002,US Open Freestyle Championships,2002_usopen_chicago,2002-12-27,2002-12-29,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,,MIRROR|POST1997
2002_victorian,,2002,Victorian Footbag Championships,2002_victorian,2002-10-05,2002-10-05,Melbourne,Victoria,Australia,,completed,,MIRROR|POST1997
2002_woodstower_french_opening,,2002,Woodstower: French Opening,2002_woodstower_french_opening,2002-09-07,2002-09-08,Lyon,Auvergne-Rhône-Alpes,France,,completed,,MIRROR|POST1997
2003_kick_til_youre,,2003,"""Kick Til You're Sick"" Fall Freestyle Fest",2003_kick_til_youre,2003-10-17,2003-10-18,Newtown,Pennsylvania,United States,Philly Footworks,completed,,MIRROR|POST1997
2003_midwest_exhibition,,2003,19th Annual Midwest Regional Championships and Exhibition,2003_midwest_exhibition,2003-12-27,2003-12-29,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,,MIRROR|POST1997
2003_eugene,,2003,1st Annual Eugene Freestyle Festival,2003_eugene,2003-10-18,2003-10-19,Eugene,Oregon,United States,,no_results,,MIRROR|POST1997
2003_french,,2003,1st French Footbag Championships,2003_french,2003-11-08,2003-11-11,Montpellier,Occitanie,France,Icarus Footbag,completed,,MIRROR|POST1997
2003_canadian,,2003,2003 Canadian Open Footbag Championships,2003_canadian,2003-07-19,2003-07-20,Vancouver,British Columbia,Canada,Canadian Footbag Alliance,completed,,MIRROR|POST1997
2003_eastregion,,2003,2003 East Coast Championships - The BIG 2-0,2003_eastregion,2003-06-28,2003-06-29,Laurel,Maryland,United States,D.C. All-Stars,completed,,MIRROR|POST1997
2003_montreal,,2003,2003 Montreal International Footbag Championships,2003_montreal,2003-07-11,2003-07-13,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2003_philly_area_oktoberfest,,2003,2003 Philly Area Oktoberfest Freestyle Jam,2003_philly_area_oktoberfest,2003-09-21,2003-09-21,Ambler,Pennsylvania,United States,Philly Footworks,no_results,,MIRROR|POST1997
2003_shred_zero_summer,,2003,2003 Shred Zero Summer Open,2003_shred_zero_summer,2003-06-28,2003-06-29,Calgary,Alberta,Canada,,completed,,MIRROR|POST1997
2003_southeastern,,2003,2003 Southeastern Regional Championships,2003_southeastern,2003-04-26,2003-04-26,Augusta,Georgia,United States,,completed,,MIRROR|POST1997
2003_footbagjam_ambridge,,2003,2003 Steel City Footbag Open,2003_footbagjam_ambridge,2003-05-16,2003-05-18,Ambridge,Pennsylvania,United States,,completed,,MIRROR|POST1997
2003_beaver_open,,2003,23rd Annual Moonin' & Noonin' Beaver Open,2003_beaver_open,2003-08-30,2003-09-01,Portland,Oregon,United States,,completed,,MIRROR|POST1997
2003_worlds_prague,,2003,24th Annual WORLD FOOTBAG CHAMPIONSHIPS,2003_worlds_prague,2003-07-28,2003-08-03,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2003_footbagjam_frankfurt,,2003,4. Frankfurt Footbag Open,2003_footbagjam_frankfurt,2003-09-27,2003-09-28,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2003_footbagjam_san_francisco,,2003,4th Annual UCSF Footbag Jam,2003_footbagjam_san_francisco,2003-03-29,2003-03-30,San Francisco,California,United States,,no_results,,MIRROR|POST1997
2003_eastregion_2,,2003,Australian East Coast Regionals,2003_eastregion_2,2003-09-27,2003-09-28,Melbourne,Victoria,Australia,,completed,,MIRROR|POST1997
2003_colorado_shred_symposium,,2003,Colorado Shred Symposium 4,2003_colorado_shred_symposium,2003-03-01,2003-03-02,Fort Collins,Colorado,United States,,completed,,MIRROR|POST1997
2003_footbagjam_copenhagen,,2003,Danish Footbag Open 03,2003_footbagjam_copenhagen,2003-08-29,2003-08-31,Copenhagen,Capital Region,Denmark,FootbagDenmark,completed,,MIRROR|POST1997
2003_eurochamp_frankfurt,,2003,European Footbag Championships 2003,2003_eurochamp_frankfurt,2003-07-18,2003-07-20,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2003_finnish,,2003,Finnish Footbag Championships 2003,2003_finnish,2003-09-19,2003-09-21,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2003_hall_fame_east,,2003,Footbag Hall of Fame East/West Celebration,2003_hall_fame_east,2003-08-30,2003-08-30,Salem,Oregon,United States,,no_results,,MIRROR|POST1997
2003_funtastik_summer,,2003,Funtastik Summer Classic Footbag Tournament,2003_funtastik_summer,2003-08-30,2003-09-01,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2003_footbagjam_zeil_am_main,,2003,German Footbag Open 2003,2003_footbagjam_zeil_am_main,2003-07-04,2003-07-05,Zeil am Main,Bavaria,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2003_lhivernal_windchill,,2003,"L'Hivernal, The Windchill",2003_lhivernal_windchill,2003-03-15,2003-03-15,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2003_mecca,,2003,MECCA Footbag Cup,2003_mecca,2003-02-28,2003-03-01,Győr,Győr-Moson-Sopron,Hungary,Sunshred Footbag Crew,completed,,MIRROR|POST1997
2003_montreal_challenge,,2003,Montreal Footbag Challenge 2003,2003_montreal_challenge,2003-05-31,2003-05-31,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
2003_party_golf_salon,,2003,"Party Golf @ ""Salon de l'Education""",2003_party_golf_salon,2003-11-21,2003-11-23,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,no_results,,MIRROR|POST1997
2003_pre_season_golf,,2003,Pre Season Footbag Golf Open,2003_pre_season_golf,2003-08-26,2003-08-26,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,no_results,,MIRROR|POST1997
2003_rnh_contest,,2003,RNH Contest 2003,2003_rnh_contest,2003-05-10,2003-05-11,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2003_seapa_nz,,2003,Seapa NZ Freestyle Footbag Championships,2003_seapa_nz,2003-02-21,2003-02-23,Wellington,,New Zealand,,completed,,MIRROR|POST1997
2003_swissjam,,2003,Swissjam,2003_swissjam,2003-11-29,2003-11-29,Fribourg,,Switzerland,,no_results,,MIRROR|POST1997
2003_texas_state,,2003,Texas State Footbag Championships,2003_texas_state,2003-10-18,2003-10-19,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,,MIRROR|POST1997
2003_chilly_philly,,2003,The 3rd Annual Chilly Philly Freestyle Jam,2003_chilly_philly,2003-01-04,2003-01-05,Philadelphia,Pennsylvania,United States,Philly Footworks,completed,,MIRROR|POST1997
2003_turku,,2003,Turku Open,2003_turku,2003-06-06,2003-06-07,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2003_west_coast_xmas,,2003,West Coast Xmas Shred,2003_west_coast_xmas,2003-12-28,2003-12-28,San Francisco,California,United States,,no_results,,MIRROR|POST1997
2004_berlin_04,,2004,1. Footbag- Net- Jam Berlin 04,2004_berlin_04,2004-10-30,2004-10-31,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2004_footbagjam_new_paltz,,2004,2004 New Paltz Footbag Jam,2004_footbagjam_new_paltz,2004-04-24,2004-04-25,New Paltz,New York,United States,,completed,,MIRROR|POST1997
2004_texas_state,,2004,2004 Texas State Footbag Championships,2004_texas_state,2004-11-13,2004-11-13,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,no_results,,MIRROR|POST1997
2004_worlds_montreal,,2004,25th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2004_worlds_montreal,2004-07-26,2004-08-01,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2004_mecca,,2004,2nd Annual MECCA Footbag Cup,2004_mecca,2004-02-28,2004-02-29,Győr,Győr-Moson-Sopron,Hungary,Sunshred Footbag Crew,completed,,MIRROR|POST1997
2004_footbagjam_piliscsaba,,2004,2nd Annual Piliscsaba Footbag Open,2004_footbagjam_piliscsaba,2004-11-06,2004-11-06,Piliscsaba,Pest,Hungary,Sunshred Footbag Crew,completed,,MIRROR|POST1997
2004_socal_labor_day,,2004,2nd Annual SoCal Labor Day Jam,2004_socal_labor_day,2004-09-05,2004-09-05,Claremont,California,United States,,no_results,,MIRROR|POST1997
2004_umaine_hacky_sack,,2004,2nd Annual UMaine Hacky Sack Club Tournament,2004_umaine_hacky_sack,2004-10-16,2004-10-16,Orono,Maine,United States,,completed,,MIRROR|POST1997
2004_seattle_juggling,,2004,3rd Annual Seattle Juggling and Footbag Festival,2004_seattle_juggling,2004-11-12,2004-11-14,Seattle,Washington,United States,Rain City Shred,completed,,MIRROR|POST1997
2004_colorado_shred_symposium,,2004,5th Annual Colorado Shred Symposium,2004_colorado_shred_symposium,2004-02-28,2004-02-29,Center Denver,Colorado,United States,,completed,,MIRROR|POST1997
2004_de_france,,2004,5th Annual Open de France,2004_de_france,2004-01-24,2004-01-25,Lyon,Auvergne-Rhône-Alpes,France,,completed,,MIRROR|POST1997
2004_de_france_de,,2004,6e Open de France de Footbag,2004_de_france_de,2004-11-11,2004-11-14,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2004_eurochamp_copenhagen,,2004,6th Annual IFPA European Footbag Championships,2004_eurochamp_copenhagen,2004-07-15,2004-07-18,Copenhagen,Capital Region,Denmark,FootbagDenmark,completed,,MIRROR|POST1997
2004_finnish_helsinki,,2004,8th Annual Footbag Finnish Open 2004,2004_finnish_helsinki,2004-09-24,2004-09-25,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2004_aachen_indoor,,2004,Aachen Indoor Open 2004,2004_aachen_indoor,2004-02-07,2004-02-08,Aachen,North Rhine-Westphalia,Germany,TSK Aachen e.V.,completed,,MIRROR|POST1997
2004_czech,,2004,Czech Championships 2004,2004_czech,2004-09-04,2004-09-05,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2004_finnish_naantali,,2004,Finnish Singles Net Footbag Championships 2004,2004_finnish_naantali,2004-12-04,2004-12-05,Naantali,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2004_footbagjam_frankfurt_2,,2004,Frankfurt Footbag Open 2004,2004_footbagjam_frankfurt_2,2004-10-02,2004-10-03,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2004_funtastik_summer,,2004,Funtastik Summer Classic Footbag Tournament,2004_funtastik_summer,2004-09-04,2004-09-06,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2004_footbagjam_frankfurt,,2004,German Footbag Open 2004,2004_footbagjam_frankfurt,2004-06-10,2004-06-12,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2004_jfk,,2004,JFK Net Battle,2004_jfk,2004-05-16,2004-05-16,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2004_may_day_04,,2004,May Day '04,2004_may_day_04,2004-05-01,2004-05-02,Victoria,British Columbia,Canada,Victoria Footbag,no_results,,MIRROR|POST1997
2004_montpellier_sunny,,2004,Montpellier Sunny Jam Open,2004_montpellier_sunny,2004-09-04,2004-09-05,Montpellier,Occitanie,France,Icarus Footbag,completed,,MIRROR|POST1997
2004_rnh_contest,,2004,RNH Contest 2004,2004_rnh_contest,2004-04-24,2004-04-25,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2004_russian_1,,2004,Russian Open Footbag Series/ Stage 1,2004_russian_1,2004-03-19,2004-03-21,Saint Petersburg,,Russia,,completed,,MIRROR|POST1997
2004_russian_2,,2004,Russian Open Footbag Series/ Stage 2,2004_russian_2,2004-05-08,2004-05-08,Moscow,,Russia,FOOTFORCE Moscow,completed,,MIRROR|POST1997
2004_russian_4,,2004,Russian Open Footbag Series/ Stage 4,2004_russian_4,2004-08-27,2004-08-29,Moscow,,Russia,FOOTFORCE Moscow,completed,,MIRROR|POST1997
2004_russian_5_brooks,,2004,"Russian Open Footbag Series/ Stage 5, Brooks Cup",2004_russian_5_brooks,2004-09-11,2004-09-11,Moscow,,Russia,FOOTFORCE Moscow,completed,,MIRROR|POST1997
2004_souf_southeastern,,2004,SOUF 2004 Southeastern Regional Footbag Championships,2004_souf_southeastern,2004-05-08,2004-05-08,Atlanta,Georgia,United States,,completed,,MIRROR|POST1997
2004_shercle_session_1,,2004,Shercle Session #1,2004_shercle_session_1,2004-04-24,2004-04-24,Tallinn,Harju County,Estonia,Tallinn Footbag Club,completed,,MIRROR|POST1997
2004_space_city,,2004,Space City Freestyle Jam 2004,2004_space_city,2004-05-01,2004-05-02,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,,MIRROR|POST1997
2004_swiat_zoski,,2004,Swiat Zoski,2004_swiat_zoski,2004-03-05,2004-03-06,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2004_todexon_5,,2004,TODEXON 5,2004_todexon_5,2004-03-20,2004-03-20,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2004_windchill_lhivernal_de,,2004,The Windchill -- L'Hivernal de Footbag 2004,2004_windchill_lhivernal_de,2004-03-13,2004-03-13,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2004_turku,,2004,Turku Open 2004,2004_turku,2004-06-11,2004-06-12,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2004_zocha,,2004,Zocha Jam 2004,2004_zocha,2004-10-22,2004-10-23,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2005_austrian_disc,,2005,2005 Austrian Footbag & Disc Open,2005_austrian_disc,2005-04-29,2005-05-01,Podersdorf am See,Burgenland,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2005_usopen_portland,,2005,2005 IFPA U.S. OPEN FOOTBAG NET CHAMPIONSHIPS,2005_usopen_portland,2005-06-18,2005-06-19,Portland,Oregon,United States,NPR,completed,,MIRROR|POST1997
2005_worlds_helsinki,,2005,26th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2005_worlds_helsinki,2005-07-23,2005-07-30,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2005_championnat_de_france,,2005,2e Championnat de France de Footbag,2005_championnat_de_france,2005-03-26,2005-03-28,Lyon,Auvergne-Rhône-Alpes,France,,completed,,MIRROR|POST1997
2005_footbagjam_gyor,,2005,3rd Annual Sunshred Footbag Open (LIVE),2005_footbagjam_gyor,2005-02-26,2005-02-26,Győr,Győr-Moson-Sopron,Hungary,Sunshred Footbag Crew,completed,,MIRROR|POST1997
2005_years_frankfurt_e,,2005,5 years Frankfurt Footbag e.V.,2005_years_frankfurt_e,2005-02-26,2005-02-26,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2005_turku,,2005,6th Annual IFPA Turku Open,2005_turku,2005-06-18,2005-06-18,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2005_footbagjam_frankfurt,,2005,6th Frankfurt Footbag Open,2005_footbagjam_frankfurt,2005-08-13,2005-08-14,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2005_de_france_de,,2005,7e Open de France de Footbag,2005_de_france_de,2005-11-11,2005-11-13,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2005_eurochamp_wrocaw,,2005,7th Annual IFPA European Footbag Championships,2005_eurochamp_wrocaw,2005-07-14,2005-07-17,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2005_czech,,2005,Czech Footbag Championships,2005_czech,2005-08-26,2005-08-28,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2005_fc_footstars_anniversary,,2005,FC Footstar's 7th Anniversary,2005_fc_footstars_anniversary,2005-01-15,2005-01-16,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2005_finnish,,2005,Finnish Footbag Championships 2005,2005_finnish,2005-12-02,2005-12-04,Kuopio,North Savo,Finland,Jyväskylän Footbag-klubi,completed,,MIRROR|POST1997
2005_camp_croatia,,2005,Footbag Camp Croatia 2005,2005_camp_croatia,2005-08-05,2005-08-14,Baška Voda,Split-Dalmatia,Croatia,Czech Footbag Association,no_results,,MIRROR|POST1997
2005_fiesta,,2005,Footbag Fiesta,2005_fiesta,2005-01-28,2005-01-29,Szczecin,West Pomeranian,Poland,ToMiStyKa Footbag Club,completed,,MIRROR|POST1997
2005_funtastik_summer,,2005,Funtastik Summer Classic,2005_funtastik_summer,2005-09-03,2005-09-05,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2005_greater_rochester_area,,2005,Greater Rochester Area Shred Symposium and RIT Juggle-IN,2005_greater_rochester_area,2005-05-06,2005-05-08,Rochester,New York,United States,The Rochester Footbag Association,completed,,MIRROR|POST1997
2005_sun_city_spike,,2005,IFPA Sun City Spike,2005_sun_city_spike,2005-09-10,2005-09-11,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2005_footbagjam_zurich,,2005,IFPA Swiss Footbag Open 2005: FootJam05,2005_footbagjam_zurich,2005-05-14,2005-05-16,Zurich,,Switzerland,Sole Rebels Zürich,completed,,MIRROR|POST1997
2005_polish,,2005,Polish Footbag Championships 2005,2005_polish,2005-10-14,2005-10-15,Szczecin,West Pomeranian,Poland,ToMiStyKa Footbag Club,completed,,MIRROR|POST1997
2005_rnh_contest,,2005,RNH Contest 2005,2005_rnh_contest,2005-02-26,2005-02-27,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2005_shercle_session_2,,2005,Shercle Session #2,2005_shercle_session_2,2005-04-16,2005-04-16,Tallinn,Harju County,Estonia,Tallinn Footbag Club,completed,,MIRROR|POST1997
2005_swiss,,2005,Swiss Championships 2005,2005_swiss,2005-04-09,2005-04-10,Fribourg,,Switzerland,,completed,,MIRROR|POST1997
2005_tennessee,,2005,Tennessee Net Championships,2005_tennessee,2005-09-03,2005-09-04,Murfreesboro,Tennessee,United States,Nashville Kicks,completed,,MIRROR|POST1997
2005_montreal,,2005,The 2005 Montreal International Footbag Championships,2005_montreal,2005-07-08,2005-07-10,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2005_green_chaos,,2005,The Green Cup Presented by Chaos,2005_green_chaos,2005-05-28,2005-05-30,Oakland,California,United States,Chaos Footbag Club,completed,,MIRROR|POST1997
2005_hackrifice,,2005,The Hackrifice Open 2005,2005_hackrifice,2005-09-03,2005-09-04,Winnipeg,Manitoba,Canada,Hackrifice,completed,,MIRROR|POST1997
2005_windchill,,2005,The Windchill Footbag net tournament,2005_windchill,2005-03-05,2005-03-05,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2005_zocha,,2005,Zocha Jam 2005,2005_zocha,2005-11-26,2005-11-27,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2006_kc_memorial,,2006,"""KC"" Memorial Footbag Tournament",2006_kc_memorial,2006-09-09,2006-09-09,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2006_north_alabama_competition,,2006,1st Annual North Alabama Footbag Competition,2006_north_alabama_competition,2006-07-22,2006-07-22,Athens,Alabama,United States,,completed,,MIRROR|POST1997
2006_australian,,2006,2006 Australian Footbag Championships,2006_australian,2006-01-13,2006-01-15,Melbourne,Victoria,Australia,,completed,,MIRROR|POST1997
2006_green_chaos,,2006,2006 Green Cup Presented by Chaos,2006_green_chaos,2006-05-27,2006-05-29,Oakland,California,United States,Chaos Footbag Club,completed,,MIRROR|POST1997
2006_jersey_spike_shred,,2006,2006 Jersey Spike & Shred,2006_jersey_spike_shred,2006-05-27,2006-05-29,Somerville,New Jersey,United States,Ministry of Silly Walks,completed,,MIRROR|POST1997
2006_southeast,,2006,2006 Southeast Regionals,2006_southeast,2006-10-14,2006-10-15,Murfreesboro,Tennessee,United States,Nashville Kicks,completed,,MIRROR|POST1997
2006_steel_city_shred,,2006,2006 Steel City Shred Off,2006_steel_city_shred,2006-06-24,2006-06-25,Pittsburgh,Pennsylvania,United States,Steel City Freestyle,completed,,MIRROR|POST1997
2006_worlds_frankfurt,,2006,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2006_worlds_frankfurt,2006-07-16,2006-07-22,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2006_jfk,,2006,3rd Annual JFK Net Battle,2006_jfk,2006-05-19,2006-05-20,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2006_colorado_shred_symposium,,2006,7th Annual Colorado Shred Symposium,2006_colorado_shred_symposium,2006-02-24,2006-02-26,Denver,Colorado,United States,,completed,,MIRROR|POST1997
2006_turku,,2006,7th Annual Turku Open,2006_turku,2006-07-01,2006-07-02,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2006_de_france_de,,2006,8e OPEN de France de Footbag,2006_de_france_de,2006-11-10,2006-11-12,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2006_eurochamp_lausanne,,2006,8th Annual IFPA European Footbag Championships,2006_eurochamp_lausanne,2006-06-02,2006-06-04,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2006_championnats_de_france,,2006,Championnats de France 2006,2006_championnats_de_france,2006-07-01,2006-07-02,Carnon-Plage,Occitanie,France,Icarus Footbag,completed,,MIRROR|POST1997
2006_commalamaison_contest_3,,2006,CommALaMaison Contest 3,2006_commalamaison_contest_3,2006-10-21,2006-10-22,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2006_commalamaison_contest_2,,2006,Commalamaison Contest 2,2006_commalamaison_contest_2,2006-03-25,2006-03-25,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2006_footbagjam,,2006,Cornell Footbag Jam,2006_footbagjam,2006-11-10,2006-11-12,Ithaca,New York,United States,,completed,,MIRROR|POST1997
2006_czech,,2006,Czech Footbag Championships,2006_czech,2006-08-26,2006-08-27,Litoměřice,Ústí nad Labem,Czech Republic,Footbag Litomerice,completed,,MIRROR|POST1997
2006_danish,,2006,Danish Footbag Championships 2006,2006_danish,2006-09-30,2006-10-01,Copenhagen,Capital Region,Denmark,FootbagDenmark,completed,,MIRROR|POST1997
2006_eastregion,,2006,East Coast Footbag Championships 2006,2006_eastregion,2006-06-10,2006-06-11,College Park,Maryland,United States,D.C. All-Stars,completed,,MIRROR|POST1997
2006_finnish,,2006,Finnish Footbag Championships 2006,2006_finnish,2006-12-08,2006-12-10,Naantali,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2006_funtastik_summer,,2006,Funtastik Summer Classic Tournament and Festival,2006_funtastik_summer,2006-09-02,2006-09-04,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
