event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,status,notes,source
2022_worlds_krakow,,2022,41st IFPA WORLD FOOTBAG CHAMPIONSHIPS 2022,2022_worlds_krakow,2022-07-27,2022-07-31,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2022_akisphere,,2022,Akisphere 2022,2022_akisphere,2022-07-08,2022-07-10,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2022_cracow_3,,2022,Cracow Net Jam 3,2022_cracow_3,2022-02-26,2022-02-27,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2022_czech,,2022,Czech Footbag Championships 2022,2022_czech,2022-05-21,2022-05-21,Hradec Králové,,Czech Republic,Hradec Králové Footbag Club,completed,,MIRROR|POST1997
2022_basque_bilbao_2,,2022,I. Elorrieta Tournament of Footbag Net (Basque Country),2022_basque_bilbao_2,2022-05-27,2022-05-27,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2022_ereaga,,2022,II. Ereaga Tournament of Footbag Net,2022_ereaga,2022-07-11,2022-07-11,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2022_basque_bilbao_3,,2022,III.Basque Tournament of Footbag Net (Doubles),2022_basque_bilbao_3,2022-11-27,2022-11-27,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2022_basque_bilbao,,2022,IV.Basque Tournament of Footbag Net (Individual),2022_basque_bilbao,2022-02-24,2022-02-24,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2022_de_france_de,,2022,Open de France de Footbag 2022,2022_de_france_de,2022-09-24,2022-09-25,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2022_refaski,,2022,Refaski Cup 2022,2022_refaski,2022-11-26,2022-11-26,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,completed,,MIRROR|POST1997
2022_footbagjam,,2022,Swiss Footbag Open 2022,2022_footbagjam,2022-10-29,2022-10-30,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2022_xxii_polish_warsaw,,2022,XXII Polish Footbag Championships - Warsaw 2022,2022_xxii_polish_warsaw,2022-12-10,2022-12-11,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,completed,,MIRROR|POST1997
2023_bembel,,2023,13th Bembel Cup 2023,2023_bembel,2023-05-27,2023-05-28,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2023_usopen_erie,,2023,2023 US Open,2023_usopen_erie,2023-06-09,2023-06-11,Erie,Pennsylvania,United States,FOOTBAG ERIE,completed,,MIRROR|POST1997
2023_eurochamp_krakow,,2023,23rd IFPA European Footbag Championships 2023,2023_eurochamp_krakow,2023-12-15,2023-12-17,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2023_eastregion,,2023,41st Annual East Coast Footbag Championships,2023_eastregion,2023-08-26,2023-08-27,Brooklyn,New York,United States,New York Footbag Association,completed,,MIRROR|POST1997
2023_worlds_medellin,,2023,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,2023_worlds_medellin,2023-07-26,2023-07-30,Medellín,Antioquia,Colombia,Footbag Medellin,completed,,MIRROR|POST1997
2023_suramericano,,2023,8vo Suramericano Footbag Net 2023,2023_suramericano,2023-12-08,2023-12-10,Caracas,Miranda,Venezuela,sole push,completed,,MIRROR|POST1997
2023_akisphere,,2023,Akisphere,2023_akisphere,2023-07-07,2023-07-09,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2023_bulgarian,,2023,Bulgarian Footbag Championships,2023_bulgarian,2023-09-22,2023-09-24,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2023_footbagjam_stara_zagora,,2023,Bulgarian Footbag Open 2023,2023_footbagjam_stara_zagora,2023-04-29,2023-04-30,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2023_czech,,2023,Czech Footbag Championships 2023,2023_czech,2023-10-14,2023-10-14,Nová Bystřice,South Bohemian,Czech Republic,Hradec Kralove Footbag Club,completed,,MIRROR|POST1997
2023_footbagjam_helsinki,,2023,Finnish Footbag Open 2023,2023_footbagjam_helsinki,2023-12-09,2023-12-09,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2023_footbagjam_berlin,,2023,German Footbag Open 2023,2023_footbagjam_berlin,2023-11-11,2023-11-12,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2023_basque_bilbao,,2023,IV.Basque Tournament of Footbag Net (Doubles),2023_basque_bilbao,2023-08-01,2023-08-01,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2023_refaski_aneb_jindra,,2023,Refaski Cup 2023 aneb JINDRA Kicks with us,2023_refaski_aneb_jindra,2023-12-02,2023-12-02,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,completed,,MIRROR|POST1997
2023_basque_bilbao_2,,2023,V. Basque Tournament of Footbag Net (Individual),2023_basque_bilbao_2,2023-02-25,2023-02-25,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2023_xxiii_polish_warsaw,,2023,XXIII Polish Footbag Championships - Warsaw 2023,2023_xxiii_polish_warsaw,2023-10-28,2023-10-29,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,completed,,MIRROR|POST1997
2024_bembel_a_with,,2024,14th Bembel Cup 2024 - a jam with friends,2024_bembel_a_with,2024-05-25,2024-05-26,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2024_1era_copa_altos,,2024,1era Copa Footbag Net - Altos Mirandinos,2024_1era_copa_altos,2024-05-25,2024-05-26,Caracas,Miranda,Venezuela,San Antonio Footbag Club,completed,,MIRROR|POST1997
2024_eurochamp_stara_zagora,,2024,24th IFPA European Footbag Championships,2024_eurochamp_stara_zagora,2024-06-27,2024-06-30,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2024_polish_krakow,,2024,24th Polish Footbag Championships - Krakow 2024,2024_polish_krakow,2024-10-19,2024-10-20,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2024_eastregion,,2024,42nd Annual East Coast Footbag Championships,2024_eastregion,2024-08-24,2024-08-25,Brooklyn,New York,United States,New York Footbag Association,completed,,MIRROR|POST1997
2024_worlds_montreal,,2024,43rd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2024,2024_worlds_montreal,2024-07-29,2024-08-03,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2024_copa_bobston_de,,2024,5ta Copa Bobston de Footbag Net,2024_copa_bobston_de,2024-11-30,2024-12-01,Medellín,Antioquia,Colombia,Footbag Medellin,completed,,MIRROR|POST1997
2024_akisphere,,2024,Akisphere 2024,2024_akisphere,2024-07-12,2024-07-14,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2024_footbagjam_stara_zagora,,2024,Bulgarian Footbag Open 2024,2024_footbagjam_stara_zagora,2024-05-10,2024-05-12,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2024_czech_champioships,,2024,Czech Footbag champioships 2024,2024_czech_champioships,2024-08-03,2024-08-03,Nová Bystřice,South Bohemian,Czech Republic,Hradec Králové Footbag Club,completed,,MIRROR|POST1997
2024_santutxu,,2024,I. Santutxu Tournament of Footbag (Net),2024_santutxu,2024-10-08,2024-10-08,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2024_memorial_jindra_smoly,,2024,Memorial Jindra Smoly - Refaski Cup 10,2024_memorial_jindra_smoly,2024-11-30,2024-11-30,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,completed,,MIRROR|POST1997
2024_de_france_de,,2024,Open de France de Footbag 2024,2024_de_france_de,2024-05-04,2024-05-05,Nantes,Loire-Atlantique,France,Carnabal Footbag,completed,,MIRROR|POST1997
2024_rnh_contest,,2024,RNH Contest 2024,2024_rnh_contest,2024-09-28,2024-09-29,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2024_segunda_copa_perpetual,,2024,Segunda 'Copa Perpetual Flame',2024_segunda_copa_perpetual,2024-12-15,2024-12-15,Caracas,Capital District,Venezuela,Footbag Net Caracas,completed,,MIRROR|POST1997
2024_footbagjam_lausanne,,2024,Swiss Footbag Open 2024,2024_footbagjam_lausanne,2024-10-26,2024-10-27,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2024_basque_bilbao_2,,2024,V.Basque Tournament of Footbag Net (Doubles),2024_basque_bilbao_2,2024-07-25,2024-07-25,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2024_basque_bilbao,,2024,VI. Basque Tournament of Footbag Net (Individual),2024_basque_bilbao,2024-01-11,2024-01-11,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2025_eurochamp_frankfurt,,2025,25th IFPA European Footbag Championships 2025,2025_eurochamp_frankfurt,2025-06-06,2025-06-08,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2025_polish_jaworzno,,2025,25th Polish Footbag Championships - Jaworzno 2025,2025_polish_jaworzno,2025-09-13,2025-09-14,Jaworzno,Silesian,Poland,Jaworzno Footbag Club,completed,,MIRROR|POST1997
2025_eastregion,,2025,43rd Annual East Coast Footbag Championships,2025_eastregion,2025-08-23,2025-08-24,Brooklyn,New York,United States,New York Footbag Association,completed,,MIRROR|POST1997
2025_worlds_nantes,,2025,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,2025_worlds_nantes,2025-08-04,2025-08-09,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2025_copa_bobston_de,,2025,6a Copa Bobston de Footbag,2025_copa_bobston_de,2025-11-29,2025-11-30,Medellín,Antioquia,Colombia,Footbag Medellin,completed,,MIRROR|POST1997
2025_akisphere,,2025,Akisphere 2025,2025_akisphere,2025-07-04,2025-07-06,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2025_bulgarian,,2025,Bulgarian Footbag Championships 2025,2025_bulgarian,2025-09-20,2025-09-21,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2025_footbagjam_stara_zagora,,2025,Bulgarian Footbag Open 2025,2025_footbagjam_stara_zagora,2025-05-02,2025-05-04,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2025_czech_champioships,,2025,Czech Footbag champioships 2025,2025_czech_champioships,2025-05-03,2025-05-03,Nová Bystřice,South Bohemian,Czech Republic,Hradec Králové Footbag Club,completed,,MIRROR|POST1997
2025_finnish_helsinki_3,,2025,Footbag Finnish Open,2025_finnish_helsinki_3,2025-11-29,2025-11-30,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2025_finnish_helsinki_2,,2025,Footbag Finnish Open 2024,2025_finnish_helsinki_2,2025-01-11,2025-01-11,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2025_finnish_helsinki,,2025,Footbag Finnish Open 2024 - Singles Net,2025_finnish_helsinki,2025-04-26,2025-04-26,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2025_bilbao_individual,,2025,II.Bilbao Tournament of Footbag (Individual),2025_bilbao_individual,2025-12-13,2025-12-13,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2025_memorial_jindry_smoly,,2025,Memorial Jindry Smoly-Refaski cup 11,2025_memorial_jindry_smoly,2025-11-29,2025-11-29,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,completed,,MIRROR|POST1997
2025_rnh_contest,,2025,RNH Contest 2025,2025_rnh_contest,2025-09-27,2025-09-28,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2025_footbagjam_lausanne,,2025,Swiss Footbag Open 2025,2025_footbagjam_lausanne,2025-10-25,2025-10-26,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2025_usopen_west_linn,,2025,US Open Footbag Championships,2025_usopen_west_linn,2025-06-14,2025-06-15,West Linn,Oregon,United States,,completed,,MIRROR|POST1997
2025_basque_bilbao_2,,2025,VI. Basque Tournament of Footbag Net (Doubles),2025_basque_bilbao_2,2025-07-15,2025-07-15,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2025_basque_bilbao,,2025,VII.Basque Tournament of Footbag Net (Individual),2025_basque_bilbao,2025-04-01,2025-04-05,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2026_basque,,2026,VIII.Basque Tournament of Footbag Net (Individual),2026_basque,2026-02-13,2026-02-13,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
